repo_name|repo_owner|#_memcmp|#_memcpy|#_strcmp|#_strcpy|#_stars|#_forks|repo_description|repo_api_url|repo_html_url|repo_stargazers|repo_subscribers|repo_forks|repo_main_language
linux|torvalds|1517|7178|1974|928|108653|36497|Linux kernel source tree|https://api.github.com/repos/torvalds/linux|https://github.com/torvalds/linux|https://api.github.com/repos/torvalds/linux/stargazers|https://api.github.com/repos/torvalds/linux/subscribers|https://api.github.com/repos/torvalds/linux/forks|https://api.github.com/repos/torvalds/linux/languages
netdata|netdata|3|30|112|28|52120|4768|Real-time performance monitoring, done right! https://www.netdata.cloud|https://api.github.com/repos/netdata/netdata|https://github.com/netdata/netdata|https://api.github.com/repos/netdata/netdata/stargazers|https://api.github.com/repos/netdata/netdata/subscribers|https://api.github.com/repos/netdata/netdata/forks|https://api.github.com/repos/netdata/netdata/languages
redis|redis|31|75|41|7|48315|19073|Redis is an in-memory database that persists on disk. The data model is key-value, but many different kind of values are supported: Strings, Lists, Sets, Sorted Sets, Hashes, Streams, HyperLogLogs, Bitmaps.|https://api.github.com/repos/redis/redis|https://github.com/redis/redis|https://api.github.com/repos/redis/redis/stargazers|https://api.github.com/repos/redis/redis/subscribers|https://api.github.com/repos/redis/redis/forks|https://api.github.com/repos/redis/redis/languages
scrcpy|Genymobile|2|8|8|9|46972|4848|Display and control your Android device|https://api.github.com/repos/Genymobile/scrcpy|https://github.com/Genymobile/scrcpy|https://api.github.com/repos/Genymobile/scrcpy/stargazers|https://api.github.com/repos/Genymobile/scrcpy/subscribers|https://api.github.com/repos/Genymobile/scrcpy/forks|https://api.github.com/repos/Genymobile/scrcpy/languages
git|git|75|102|270|4|37538|21267|Git Source Code Mirror - This is a publish-only repository and all pull requests are ignored. Please follow Documentation/SubmittingPatches procedure for any of your improvements.|https://api.github.com/repos/git/git|https://github.com/git/git|https://api.github.com/repos/git/git/stargazers|https://api.github.com/repos/git/git/subscribers|https://api.github.com/repos/git/git/forks|https://api.github.com/repos/git/git/languages
php-src|php|103|313|159|41|30355|6593|The PHP Interpreter|https://api.github.com/repos/php/php-src|https://github.com/php/php-src|https://api.github.com/repos/php/php-src/stargazers|https://api.github.com/repos/php/php-src/subscribers|https://api.github.com/repos/php/php-src/forks|https://api.github.com/repos/php/php-src/languages
wrk|wg|0|4|1|0|28750|2344|Modern HTTP benchmarking tool|https://api.github.com/repos/wg/wrk|https://github.com/wg/wrk|https://api.github.com/repos/wg/wrk/stargazers|https://api.github.com/repos/wg/wrk/subscribers|https://api.github.com/repos/wg/wrk/forks|https://api.github.com/repos/wg/wrk/languages
ijkplayer|bilibili|0|19|11|6|28510|7417|Android/iOS video player based on FFmpeg n3.4, with MediaCodec, VideoToolbox support.|https://api.github.com/repos/bilibili/ijkplayer|https://github.com/bilibili/ijkplayer|https://api.github.com/repos/bilibili/ijkplayer/stargazers|https://api.github.com/repos/bilibili/ijkplayer/subscribers|https://api.github.com/repos/bilibili/ijkplayer/forks|https://api.github.com/repos/bilibili/ijkplayer/languages
obs-studio|obsproject|26|125|117|18|27161|4762|OBS Studio - Free and open source software for live streaming and screen recording|https://api.github.com/repos/obsproject/obs-studio|https://github.com/obsproject/obs-studio|https://api.github.com/repos/obsproject/obs-studio/stargazers|https://api.github.com/repos/obsproject/obs-studio/subscribers|https://api.github.com/repos/obsproject/obs-studio/forks|https://api.github.com/repos/obsproject/obs-studio/languages
FFmpeg|FFmpeg|213|779|226|12|24203|8190|Mirror of https://git.ffmpeg.org/ffmpeg.git|https://api.github.com/repos/FFmpeg/FFmpeg|https://github.com/FFmpeg/FFmpeg|https://api.github.com/repos/FFmpeg/FFmpeg/stargazers|https://api.github.com/repos/FFmpeg/FFmpeg/subscribers|https://api.github.com/repos/FFmpeg/FFmpeg/forks|https://api.github.com/repos/FFmpeg/FFmpeg/languages
the_silver_searcher|ggreer|2|5|3|2|21793|1257|A code-searching tool similar to ack, but faster.|https://api.github.com/repos/ggreer/the_silver_searcher|https://github.com/ggreer/the_silver_searcher|https://api.github.com/repos/ggreer/the_silver_searcher/stargazers|https://api.github.com/repos/ggreer/the_silver_searcher/subscribers|https://api.github.com/repos/ggreer/the_silver_searcher/forks|https://api.github.com/repos/ggreer/the_silver_searcher/languages
zju-icicles|QSCTech|0|1|6|12|20845|6335|浙江大学课程攻略共享计划|https://api.github.com/repos/QSCTech/zju-icicles|https://github.com/QSCTech/zju-icicles|https://api.github.com/repos/QSCTech/zju-icicles/stargazers|https://api.github.com/repos/QSCTech/zju-icicles/subscribers|https://api.github.com/repos/QSCTech/zju-icicles/forks|https://api.github.com/repos/QSCTech/zju-icicles/languages
tmux|tmux|6|40|39|0|20796|1423|tmux source code|https://api.github.com/repos/tmux/tmux|https://github.com/tmux/tmux|https://api.github.com/repos/tmux/tmux/stargazers|https://api.github.com/repos/tmux/tmux/subscribers|https://api.github.com/repos/tmux/tmux/forks|https://api.github.com/repos/tmux/tmux/languages
os-tutorial|cfenollosa|0|1|10|0|20631|2462|How to create an OS from scratch|https://api.github.com/repos/cfenollosa/os-tutorial|https://github.com/cfenollosa/os-tutorial|https://api.github.com/repos/cfenollosa/os-tutorial/stargazers|https://api.github.com/repos/cfenollosa/os-tutorial/subscribers|https://api.github.com/repos/cfenollosa/os-tutorial/forks|https://api.github.com/repos/cfenollosa/os-tutorial/languages
darknet|pjreddie|2|18|30|0|20369|16581|Convolutional Neural Networks|https://api.github.com/repos/pjreddie/darknet|https://github.com/pjreddie/darknet|https://api.github.com/repos/pjreddie/darknet/stargazers|https://api.github.com/repos/pjreddie/darknet/subscribers|https://api.github.com/repos/pjreddie/darknet/forks|https://api.github.com/repos/pjreddie/darknet/languages
curl|curl|35|110|67|45|20199|4328|A command line tool and library for transferring data with URL syntax, supporting DICT, FILE, FTP, FTPS, GOPHER, GOPHERS, HTTP, HTTPS, IMAP, IMAPS, LDAP, LDAPS, MQTT, POP3, POP3S, RTMP, RTMPS, RTSP, SCP, SFTP, SMB, SMBS, SMTP, SMTPS, TELNET and TFTP. libcurl offers a myriad of powerful features|https://api.github.com/repos/curl/curl|https://github.com/curl/curl|https://api.github.com/repos/curl/curl/stargazers|https://api.github.com/repos/curl/curl/subscribers|https://api.github.com/repos/curl/curl/forks|https://api.github.com/repos/curl/curl/languages
The-Art-Of-Programming-By-July|julycoding|0|3|5|4|19758|7078|本项目曾冲到全球第一，干货集锦见本页面最底部，另完整精致的纸质版《编程之法：面试和算法心得》已在京东/当当上销售|https://api.github.com/repos/julycoding/The-Art-Of-Programming-By-July|https://github.com/julycoding/The-Art-Of-Programming-By-July|https://api.github.com/repos/julycoding/The-Art-Of-Programming-By-July/stargazers|https://api.github.com/repos/julycoding/The-Art-Of-Programming-By-July/subscribers|https://api.github.com/repos/julycoding/The-Art-Of-Programming-By-July/forks|https://api.github.com/repos/julycoding/The-Art-Of-Programming-By-July/languages
How-to-Make-a-Computer-Operating-System|SamyPesse|4|31|12|12|19348|3343|How to Make a Computer Operating System in C++|https://api.github.com/repos/SamyPesse/How-to-Make-a-Computer-Operating-System|https://github.com/SamyPesse/How-to-Make-a-Computer-Operating-System|https://api.github.com/repos/SamyPesse/How-to-Make-a-Computer-Operating-System/stargazers|https://api.github.com/repos/SamyPesse/How-to-Make-a-Computer-Operating-System/subscribers|https://api.github.com/repos/SamyPesse/How-to-Make-a-Computer-Operating-System/forks|https://api.github.com/repos/SamyPesse/How-to-Make-a-Computer-Operating-System/languages
jq|stedolan|6|10|10|8|19100|1135|Command-line JSON processor|https://api.github.com/repos/stedolan/jq|https://github.com/stedolan/jq|https://api.github.com/repos/stedolan/jq/stargazers|https://api.github.com/repos/stedolan/jq/subscribers|https://api.github.com/repos/stedolan/jq/forks|https://api.github.com/repos/stedolan/jq/languages
libuv|libuv|27|42|25|8|17129|2762|Cross-platform asynchronous I/O|https://api.github.com/repos/libuv/libuv|https://github.com/libuv/libuv|https://api.github.com/repos/libuv/libuv/stargazers|https://api.github.com/repos/libuv/libuv/subscribers|https://api.github.com/repos/libuv/libuv/forks|https://api.github.com/repos/libuv/libuv/languages
HarmonyOS|Awesome-HarmonyOS|86|204|77|16|16109|3015|A curated list of awesome things related to HarmonyOS. 华为鸿蒙操作系统。|https://api.github.com/repos/Awesome-HarmonyOS/HarmonyOS|https://github.com/Awesome-HarmonyOS/HarmonyOS|https://api.github.com/repos/Awesome-HarmonyOS/HarmonyOS/stargazers|https://api.github.com/repos/Awesome-HarmonyOS/HarmonyOS/subscribers|https://api.github.com/repos/Awesome-HarmonyOS/HarmonyOS/forks|https://api.github.com/repos/Awesome-HarmonyOS/HarmonyOS/languages
lede|coolsnowwolf|122|510|209|106|15801|13649|Lean's OpenWrt source|https://api.github.com/repos/coolsnowwolf/lede|https://github.com/coolsnowwolf/lede|https://api.github.com/repos/coolsnowwolf/lede/stargazers|https://api.github.com/repos/coolsnowwolf/lede/subscribers|https://api.github.com/repos/coolsnowwolf/lede/forks|https://api.github.com/repos/coolsnowwolf/lede/languages
Ventoy|ventoy|40|117|80|32|15518|1242|A new bootable USB solution.|https://api.github.com/repos/ventoy/Ventoy|https://github.com/ventoy/Ventoy|https://api.github.com/repos/ventoy/Ventoy/stargazers|https://api.github.com/repos/ventoy/Ventoy/subscribers|https://api.github.com/repos/ventoy/Ventoy/forks|https://api.github.com/repos/ventoy/Ventoy/languages
stb|nothings|10|23|8|5|15272|5274|stb single-file public domain libraries for C/C++|https://api.github.com/repos/nothings/stb|https://github.com/nothings/stb|https://api.github.com/repos/nothings/stb/stargazers|https://api.github.com/repos/nothings/stb/subscribers|https://api.github.com/repos/nothings/stb/forks|https://api.github.com/repos/nothings/stb/languages
openssl|openssl|122|288|147|32|15225|6752|TLS/SSL and crypto library|https://api.github.com/repos/openssl/openssl|https://github.com/openssl/openssl|https://api.github.com/repos/openssl/openssl/stargazers|https://api.github.com/repos/openssl/openssl/subscribers|https://api.github.com/repos/openssl/openssl/forks|https://api.github.com/repos/openssl/openssl/languages
masscan|robertdavidgraham|29|29|13|10|15161|2390|TCP port scanner, spews SYN packets asynchronously, scanning entire Internet in under 5 minutes.|https://api.github.com/repos/robertdavidgraham/masscan|https://github.com/robertdavidgraham/masscan|https://api.github.com/repos/robertdavidgraham/masscan/stargazers|https://api.github.com/repos/robertdavidgraham/masscan/subscribers|https://api.github.com/repos/robertdavidgraham/masscan/forks|https://api.github.com/repos/robertdavidgraham/masscan/languages
Tasmota|arendst|68|334|88|54|14996|3295|Alternative firmware for ESP8266 with easy configuration using webUI, OTA updates, automation using timers or rules, expandability and entirely local control over MQTT, HTTP, Serial or KNX. Full documentation at|https://api.github.com/repos/arendst/Tasmota|https://github.com/arendst/Tasmota|https://api.github.com/repos/arendst/Tasmota/stargazers|https://api.github.com/repos/arendst/Tasmota/subscribers|https://api.github.com/repos/arendst/Tasmota/forks|https://api.github.com/repos/arendst/Tasmota/languages
TDengine|taosdata|20|127|84|72|14682|3757|An open-source big data platform designed and optimized for the Internet of Things (IoT).|https://api.github.com/repos/taosdata/TDengine|https://github.com/taosdata/TDengine|https://api.github.com/repos/taosdata/TDengine/stargazers|https://api.github.com/repos/taosdata/TDengine/subscribers|https://api.github.com/repos/taosdata/TDengine/forks|https://api.github.com/repos/taosdata/TDengine/languages
mpv|mpv-player|19|55|87|1|14454|1872|🎥 Command line video player|https://api.github.com/repos/mpv-player/mpv|https://github.com/mpv-player/mpv|https://api.github.com/repos/mpv-player/mpv/stargazers|https://api.github.com/repos/mpv-player/mpv/subscribers|https://api.github.com/repos/mpv-player/mpv/forks|https://api.github.com/repos/mpv-player/mpv/languages
zstd|facebook|24|61|17|7|14288|1347|Zstandard - Fast real-time compression algorithm|https://api.github.com/repos/facebook/zstd|https://github.com/facebook/zstd|https://api.github.com/repos/facebook/zstd/stargazers|https://api.github.com/repos/facebook/zstd/subscribers|https://api.github.com/repos/facebook/zstd/forks|https://api.github.com/repos/facebook/zstd/languages
radare2|radareorg|131|313|334|132|14201|2440|UNIX-like reverse engineering framework and command-line toolset|https://api.github.com/repos/radareorg/radare2|https://github.com/radareorg/radare2|https://api.github.com/repos/radareorg/radare2/stargazers|https://api.github.com/repos/radareorg/radare2/subscribers|https://api.github.com/repos/radareorg/radare2/forks|https://api.github.com/repos/radareorg/radare2/languages
nginx|nginx|15|81|65|0|13817|5054|An official read-only mirror of http://hg.nginx.org/nginx/ which is updated hourly. Pull requests on GitHub cannot be accepted and will be automatically closed. The proper way to submit changes to nginx is via the nginx development mailing list, see http://nginx.org/en/docs/contributing_changes.html|https://api.github.com/repos/nginx/nginx|https://github.com/nginx/nginx|https://api.github.com/repos/nginx/nginx/stargazers|https://api.github.com/repos/nginx/nginx/subscribers|https://api.github.com/repos/nginx/nginx/forks|https://api.github.com/repos/nginx/nginx/languages
rufus|pbatard|23|59|23|28|13502|1483|The Reliable USB Formatting Utility|https://api.github.com/repos/pbatard/rufus|https://github.com/pbatard/rufus|https://api.github.com/repos/pbatard/rufus/stargazers|https://api.github.com/repos/pbatard/rufus/subscribers|https://api.github.com/repos/pbatard/rufus/forks|https://api.github.com/repos/pbatard/rufus/languages
nuklear|vurtun|3|29|1|3|13292|1111|A single-header ANSI C gui library|https://api.github.com/repos/vurtun/nuklear|https://github.com/vurtun/nuklear|https://api.github.com/repos/vurtun/nuklear/stargazers|https://api.github.com/repos/vurtun/nuklear/subscribers|https://api.github.com/repos/vurtun/nuklear/forks|https://api.github.com/repos/vurtun/nuklear/languages
goaccess|allinurl|9|9|15|2|13040|881|GoAccess is a real-time web log analyzer and interactive viewer that runs in a terminal in *nix systems or through your browser.|https://api.github.com/repos/allinurl/goaccess|https://github.com/allinurl/goaccess|https://api.github.com/repos/allinurl/goaccess/stargazers|https://api.github.com/repos/allinurl/goaccess/subscribers|https://api.github.com/repos/allinurl/goaccess/forks|https://api.github.com/repos/allinurl/goaccess/languages
micropython|micropython|24|115|35|14|12326|4270|MicroPython - a lean and efficient Python implementation for microcontrollers and constrained systems|https://api.github.com/repos/micropython/micropython|https://github.com/micropython/micropython|https://api.github.com/repos/micropython/micropython/stargazers|https://api.github.com/repos/micropython/micropython/subscribers|https://api.github.com/repos/micropython/micropython/forks|https://api.github.com/repos/micropython/micropython/languages
mimikatz|gentilkiwi|0|3|2|0|11911|2517|A little tool to play with Windows security|https://api.github.com/repos/gentilkiwi/mimikatz|https://github.com/gentilkiwi/mimikatz|https://api.github.com/repos/gentilkiwi/mimikatz/stargazers|https://api.github.com/repos/gentilkiwi/mimikatz/subscribers|https://api.github.com/repos/gentilkiwi/mimikatz/forks|https://api.github.com/repos/gentilkiwi/mimikatz/languages
bcc|iovisor|4|39|25|2|11435|2156|BCC - Tools for BPF-based Linux IO analysis, networking, monitoring, and more|https://api.github.com/repos/iovisor/bcc|https://github.com/iovisor/bcc|https://api.github.com/repos/iovisor/bcc/stargazers|https://api.github.com/repos/iovisor/bcc/subscribers|https://api.github.com/repos/iovisor/bcc/forks|https://api.github.com/repos/iovisor/bcc/languages
memcached|memcached|9|22|6|5|10870|2929|memcached development tree|https://api.github.com/repos/memcached/memcached|https://github.com/memcached/memcached|https://api.github.com/repos/memcached/memcached/stargazers|https://api.github.com/repos/memcached/memcached/subscribers|https://api.github.com/repos/memcached/memcached/forks|https://api.github.com/repos/memcached/memcached/languages
nginx-rtmp-module|arut|8|20|6|0|10790|3080|NGINX-based Media Streaming Server|https://api.github.com/repos/arut/nginx-rtmp-module|https://github.com/arut/nginx-rtmp-module|https://api.github.com/repos/arut/nginx-rtmp-module/stargazers|https://api.github.com/repos/arut/nginx-rtmp-module/subscribers|https://api.github.com/repos/arut/nginx-rtmp-module/forks|https://api.github.com/repos/arut/nginx-rtmp-module/languages
nnn|jarun|1|0|1|0|10738|429|n³ The unorthodox terminal file manager|https://api.github.com/repos/jarun/nnn|https://github.com/jarun/nnn|https://api.github.com/repos/jarun/nnn/stargazers|https://api.github.com/repos/jarun/nnn/subscribers|https://api.github.com/repos/jarun/nnn/forks|https://api.github.com/repos/jarun/nnn/languages
timescaledb|timescale|1|41|35|0|10715|573|An open-source time-series SQL database optimized for fast ingest and complex queries.  Packaged as a PostgreSQL extension.|https://api.github.com/repos/timescale/timescaledb|https://github.com/timescale/timescaledb|https://api.github.com/repos/timescale/timescaledb/stargazers|https://api.github.com/repos/timescale/timescaledb/subscribers|https://api.github.com/repos/timescale/timescaledb/forks|https://api.github.com/repos/timescale/timescaledb/languages
tengine|alibaba|24|127|72|0|10608|2315|A distribution of Nginx with some advanced features|https://api.github.com/repos/alibaba/tengine|https://github.com/alibaba/tengine|https://api.github.com/repos/alibaba/tengine/stargazers|https://api.github.com/repos/alibaba/tengine/subscribers|https://api.github.com/repos/alibaba/tengine/forks|https://api.github.com/repos/alibaba/tengine/languages
twemproxy|twitter|1|6|0|0|10554|1901|A fast, light-weight proxy for memcached and redis|https://api.github.com/repos/twitter/twemproxy|https://github.com/twitter/twemproxy|https://api.github.com/repos/twitter/twemproxy/stargazers|https://api.github.com/repos/twitter/twemproxy/subscribers|https://api.github.com/repos/twitter/twemproxy/forks|https://api.github.com/repos/twitter/twemproxy/languages
raspberry-pi-os|s-matyukevich|0|19|1|0|10110|930|Learning operating system development using Linux kernel and Raspberry Pi|https://api.github.com/repos/s-matyukevich/raspberry-pi-os|https://github.com/s-matyukevich/raspberry-pi-os|https://api.github.com/repos/s-matyukevich/raspberry-pi-os/stargazers|https://api.github.com/repos/s-matyukevich/raspberry-pi-os/subscribers|https://api.github.com/repos/s-matyukevich/raspberry-pi-os/forks|https://api.github.com/repos/s-matyukevich/raspberry-pi-os/languages
skynet|cloudwu|8|39|15|5|10096|3588|A lightweight online game framework|https://api.github.com/repos/cloudwu/skynet|https://github.com/cloudwu/skynet|https://api.github.com/repos/cloudwu/skynet/stargazers|https://api.github.com/repos/cloudwu/skynet/subscribers|https://api.github.com/repos/cloudwu/skynet/forks|https://api.github.com/repos/cloudwu/skynet/languages
robotjs|octalmage|1|7|2|0|9999|709|Node.js Desktop Automation. |https://api.github.com/repos/octalmage/robotjs|https://github.com/octalmage/robotjs|https://api.github.com/repos/octalmage/robotjs/stargazers|https://api.github.com/repos/octalmage/robotjs/subscribers|https://api.github.com/repos/octalmage/robotjs/forks|https://api.github.com/repos/octalmage/robotjs/languages
tig|jonas|3|6|33|5|9918|557|Text-mode interface for git|https://api.github.com/repos/jonas/tig|https://github.com/jonas/tig|https://api.github.com/repos/jonas/tig/stargazers|https://api.github.com/repos/jonas/tig/subscribers|https://api.github.com/repos/jonas/tig/forks|https://api.github.com/repos/jonas/tig/languages
brotli|google|4|15|2|1|9895|917|Brotli compression format|https://api.github.com/repos/google/brotli|https://github.com/google/brotli|https://api.github.com/repos/google/brotli/stargazers|https://api.github.com/repos/google/brotli/subscribers|https://api.github.com/repos/google/brotli/forks|https://api.github.com/repos/google/brotli/languages
libui|andlabs|1|3|4|5|9868|586|Simple and portable (but not inflexible) GUI library in C that uses the native GUI technologies of each platform it supports.|https://api.github.com/repos/andlabs/libui|https://github.com/andlabs/libui|https://api.github.com/repos/andlabs/libui/stargazers|https://api.github.com/repos/andlabs/libui/subscribers|https://api.github.com/repos/andlabs/libui/forks|https://api.github.com/repos/andlabs/libui/languages
hashcat|hashcat|29|168|31|8|9650|1665|World's fastest and most advanced password recovery utility|https://api.github.com/repos/hashcat/hashcat|https://github.com/hashcat/hashcat|https://api.github.com/repos/hashcat/hashcat/stargazers|https://api.github.com/repos/hashcat/hashcat/subscribers|https://api.github.com/repos/hashcat/hashcat/forks|https://api.github.com/repos/hashcat/hashcat/languages
kcp|skywind3000|0|2|0|0|9514|1902|:zap: KCP - A Fast and Reliable ARQ Protocol|https://api.github.com/repos/skywind3000/kcp|https://github.com/skywind3000/kcp|https://api.github.com/repos/skywind3000/kcp/stargazers|https://api.github.com/repos/skywind3000/kcp/subscribers|https://api.github.com/repos/skywind3000/kcp/forks|https://api.github.com/repos/skywind3000/kcp/languages
h2o|h2o|86|181|66|25|9433|737|H2O - the optimized HTTP/1, HTTP/2, HTTP/3 server|https://api.github.com/repos/h2o/h2o|https://github.com/h2o/h2o|https://api.github.com/repos/h2o/h2o/stargazers|https://api.github.com/repos/h2o/h2o/subscribers|https://api.github.com/repos/h2o/h2o/forks|https://api.github.com/repos/h2o/h2o/languages
ish|ish-app|3|23|14|17|9432|506|Linux shell for iOS|https://api.github.com/repos/ish-app/ish|https://github.com/ish-app/ish|https://api.github.com/repos/ish-app/ish/stargazers|https://api.github.com/repos/ish-app/ish/subscribers|https://api.github.com/repos/ish-app/ish/forks|https://api.github.com/repos/ish-app/ish/languages
openresty|openresty|11|76|26|1|9415|1265|High Performance Web Platform Based on Nginx and LuaJIT|https://api.github.com/repos/openresty/openresty|https://github.com/openresty/openresty|https://api.github.com/repos/openresty/openresty/stargazers|https://api.github.com/repos/openresty/openresty/subscribers|https://api.github.com/repos/openresty/openresty/forks|https://api.github.com/repos/openresty/openresty/languages
qmk_firmware|qmk|42|87|8|12|9289|18747|Open-source keyboard firmware for Atmel AVR and Arm USB families|https://api.github.com/repos/qmk/qmk_firmware|https://github.com/qmk/qmk_firmware|https://api.github.com/repos/qmk/qmk_firmware/stargazers|https://api.github.com/repos/qmk/qmk_firmware/subscribers|https://api.github.com/repos/qmk/qmk_firmware/forks|https://api.github.com/repos/qmk/qmk_firmware/languages
reactos|reactos|551|1412|730|605|9210|1097|A free Windows-compatible Operating System|https://api.github.com/repos/reactos/reactos|https://github.com/reactos/reactos|https://api.github.com/repos/reactos/reactos/stargazers|https://api.github.com/repos/reactos/reactos/subscribers|https://api.github.com/repos/reactos/reactos/forks|https://api.github.com/repos/reactos/reactos/languages
libsodium|jedisct1|40|60|20|1|9172|1432|A modern, portable, easy to use crypto library.|https://api.github.com/repos/jedisct1/libsodium|https://github.com/jedisct1/libsodium|https://api.github.com/repos/jedisct1/libsodium/stargazers|https://api.github.com/repos/jedisct1/libsodium/subscribers|https://api.github.com/repos/jedisct1/libsodium/forks|https://api.github.com/repos/jedisct1/libsodium/languages
lua-nginx-module|openresty|2|24|0|0|9168|1839|Embed the Power of Lua into NGINX HTTP servers|https://api.github.com/repos/openresty/lua-nginx-module|https://github.com/openresty/lua-nginx-module|https://api.github.com/repos/openresty/lua-nginx-module/stargazers|https://api.github.com/repos/openresty/lua-nginx-module/subscribers|https://api.github.com/repos/openresty/lua-nginx-module/forks|https://api.github.com/repos/openresty/lua-nginx-module/languages
wcdb|Tencent|14|22|15|2|8935|1189|WCDB is a cross-platform database framework developed by WeChat.|https://api.github.com/repos/Tencent/wcdb|https://github.com/Tencent/wcdb|https://api.github.com/repos/Tencent/wcdb/stargazers|https://api.github.com/repos/Tencent/wcdb/subscribers|https://api.github.com/repos/Tencent/wcdb/forks|https://api.github.com/repos/Tencent/wcdb/languages
phpredis|phpredis|4|9|4|0|8920|2059|A PHP extension for Redis|https://api.github.com/repos/phpredis/phpredis|https://github.com/phpredis/phpredis|https://api.github.com/repos/phpredis/phpredis/stargazers|https://api.github.com/repos/phpredis/phpredis/subscribers|https://api.github.com/repos/phpredis/phpredis/forks|https://api.github.com/repos/phpredis/phpredis/languages
C|TheAlgorithms|1|3|6|4|8899|2389|Collection of various algorithms in mathematics, machine learning, computer science, physics, etc implemented in C for educational purposes.|https://api.github.com/repos/TheAlgorithms/C|https://github.com/TheAlgorithms/C|https://api.github.com/repos/TheAlgorithms/C/stargazers|https://api.github.com/repos/TheAlgorithms/C/subscribers|https://api.github.com/repos/TheAlgorithms/C/forks|https://api.github.com/repos/TheAlgorithms/C/languages
sway|swaywm|2|15|91|5|8729|745|i3-compatible Wayland compositor|https://api.github.com/repos/swaywm/sway|https://github.com/swaywm/sway|https://api.github.com/repos/swaywm/sway/stargazers|https://api.github.com/repos/swaywm/sway/subscribers|https://api.github.com/repos/swaywm/sway/forks|https://api.github.com/repos/swaywm/sway/languages
darwin-xnu|apple|77|255|116|22|8688|1365|The Darwin Kernel (mirror)|https://api.github.com/repos/apple/darwin-xnu|https://github.com/apple/darwin-xnu|https://api.github.com/repos/apple/darwin-xnu/stargazers|https://api.github.com/repos/apple/darwin-xnu/subscribers|https://api.github.com/repos/apple/darwin-xnu/forks|https://api.github.com/repos/apple/darwin-xnu/languages
toxcore|irungentoo|27|48|3|3|8653|1260|The future of online communications.|https://api.github.com/repos/irungentoo/toxcore|https://github.com/irungentoo/toxcore|https://api.github.com/repos/irungentoo/toxcore/stargazers|https://api.github.com/repos/irungentoo/toxcore/subscribers|https://api.github.com/repos/irungentoo/toxcore/forks|https://api.github.com/repos/irungentoo/toxcore/languages
blurhash|woltapp|1|2|1|0|8612|180|A very compact representation of a placeholder for an image.|https://api.github.com/repos/woltapp/blurhash|https://github.com/woltapp/blurhash|https://api.github.com/repos/woltapp/blurhash/stargazers|https://api.github.com/repos/woltapp/blurhash/subscribers|https://api.github.com/repos/woltapp/blurhash/forks|https://api.github.com/repos/woltapp/blurhash/languages
torch7|torch|0|6|0|2|8603|2377|http://torch.ch|https://api.github.com/repos/torch/torch7|https://github.com/torch/torch7|https://api.github.com/repos/torch/torch7/stargazers|https://api.github.com/repos/torch/torch7/subscribers|https://api.github.com/repos/torch/torch7/forks|https://api.github.com/repos/torch/torch7/languages
seafile|haiwen|10|28|24|3|8562|1320|High performance file syncing and sharing, with also Markdown WYSIWYG editing, Wiki, file label and other knowledge management features.|https://api.github.com/repos/haiwen/seafile|https://github.com/haiwen/seafile|https://api.github.com/repos/haiwen/seafile/stargazers|https://api.github.com/repos/haiwen/seafile/subscribers|https://api.github.com/repos/haiwen/seafile/forks|https://api.github.com/repos/haiwen/seafile/languages
Craft|fogleman|2|16|13|3|8529|1109|A simple Minecraft clone written in C using modern OpenGL (shaders).|https://api.github.com/repos/fogleman/Craft|https://github.com/fogleman/Craft|https://api.github.com/repos/fogleman/Craft/stargazers|https://api.github.com/repos/fogleman/Craft/subscribers|https://api.github.com/repos/fogleman/Craft/forks|https://api.github.com/repos/fogleman/Craft/languages
japronto|squeaky-pl|2|5|0|0|8400|577| Screaming-fast Python 3.5+ HTTP toolkit integrated with pipelining HTTP server based on uvloop and picohttpparser.|https://api.github.com/repos/squeaky-pl/japronto|https://github.com/squeaky-pl/japronto|https://api.github.com/repos/squeaky-pl/japronto/stargazers|https://api.github.com/repos/squeaky-pl/japronto/subscribers|https://api.github.com/repos/squeaky-pl/japronto/forks|https://api.github.com/repos/squeaky-pl/japronto/languages
AudioKit|AudioKit|2|29|6|12|8336|1297|Swift audio synthesis, processing, & analysis platform for iOS, macOS and tvOS|https://api.github.com/repos/AudioKit/AudioKit|https://github.com/AudioKit/AudioKit|https://api.github.com/repos/AudioKit/AudioKit/stargazers|https://api.github.com/repos/AudioKit/AudioKit/subscribers|https://api.github.com/repos/AudioKit/AudioKit/forks|https://api.github.com/repos/AudioKit/AudioKit/languages
postgres|postgres|89|403|297|132|8151|2677|Mirror of the official PostgreSQL GIT repository. Note that this is just a *mirror* - we don't work with pull requests on github. To contribute, please see https://wiki.postgresql.org/wiki/Submitting_a_Patch|https://api.github.com/repos/postgres/postgres|https://github.com/postgres/postgres|https://api.github.com/repos/postgres/postgres/stargazers|https://api.github.com/repos/postgres/postgres/subscribers|https://api.github.com/repos/postgres/postgres/forks|https://api.github.com/repos/postgres/postgres/languages
webview|webview|2|2|0|0|8118|610|Tiny cross-platform webview library for C/C++/Golang. Uses WebKit (Gtk/Cocoa) and Edge (Windows)|https://api.github.com/repos/webview/webview|https://github.com/webview/webview|https://api.github.com/repos/webview/webview/stargazers|https://api.github.com/repos/webview/webview/subscribers|https://api.github.com/repos/webview/webview/forks|https://api.github.com/repos/webview/webview/languages
